starting process map1 with one V8 and 1 scene(s) from E:\VsCode\skynet\ets_runtime\perf\results\runtime_configs\map_capacity_20260713_095506\200p_8g_r2\map1.json
scene map_1 (MapHost) listening on 127.0.0.1:7301
[process:map1] one V8 started with 1 scene(s)
[map_1] MapHost scene started at 127.0.0.1:7301
map_1 accepted 127.0.0.1:63007 as conn 1
map_1 accepted 127.0.0.1:63065 as conn 2
map_1 accepted 127.0.0.1:63066 as conn 3
map_1 accepted 127.0.0.1:63067 as conn 4
map_1 accepted 127.0.0.1:63068 as conn 5
map_1 accepted 127.0.0.1:63070 as conn 6
map_1 accepted 127.0.0.1:63069 as conn 7
map_1 accepted 127.0.0.1:63071 as conn 8
map_1 accepted 127.0.0.1:63072 as conn 9
[map_1] perf_8g_10_200_0_1783936549806 enter map 1 unit 1000
[map_1] perf_8g_10_200_4_1783936549808 enter map 1 unit 1005
[map_1] perf_8g_10_200_2_1783936549808 enter map 1 unit 1001
[map_1] perf_8g_10_200_1_1783936549807 enter map 1 unit 1002
[map_1] perf_8g_10_200_3_1783936549808 enter map 1 unit 1003
[map_1] perf_8g_10_200_6_1783936549808 enter map 1 unit 1004
[map_1] perf_8g_10_200_7_1783936549808 enter map 1 unit 1006
[map_1] perf_8g_10_200_5_1783936549808 enter map 1 unit 1007
[map_1] perf_8g_10_200_8_1783936549808 enter map 1 unit 1008
[map_1] perf_8g_10_200_15_1783936549808 enter map 1 unit 1009
[map_1] perf_8g_10_200_11_1783936549808 enter map 1 unit 1010
[map_1] perf_8g_10_200_10_1783936549808 enter map 1 unit 1011
[map_1] perf_8g_10_200_16_1783936549840 enter map 1 unit 1012
[map_1] perf_8g_10_200_12_1783936549808 enter map 1 unit 1013
[map_1] perf_8g_10_200_14_1783936549808 enter map 1 unit 1014
[map_1] perf_8g_10_200_9_1783936549808 enter map 1 unit 1015
[map_1] perf_8g_10_200_13_1783936549808 enter map 1 unit 1016
[map_1] perf_8g_10_200_17_1783936549852 enter map 1 unit 1017
[map_1] perf_8g_10_200_18_1783936549855 enter map 1 unit 1018
[map_1] perf_8g_10_200_19_1783936549856 enter map 1 unit 1019
[map_1] perf_8g_10_200_20_1783936549856 enter map 1 unit 1020
[map_1] perf_8g_10_200_21_1783936549857 enter map 1 unit 1021
[map_1] perf_8g_10_200_24_1783936549859 enter map 1 unit 1022
[map_1] perf_8g_10_200_22_1783936549858 enter map 1 unit 1023
[map_1] perf_8g_10_200_23_1783936549858 enter map 1 unit 1024
[map_1] perf_8g_10_200_25_1783936549860 enter map 1 unit 1025
[map_1] perf_8g_10_200_26_1783936549861 enter map 1 unit 1026
[map_1] perf_8g_10_200_29_1783936549862 enter map 1 unit 1027
[map_1] perf_8g_10_200_27_1783936549861 enter map 1 unit 1028
[map_1] perf_8g_10_200_28_1783936549862 enter map 1 unit 1029
[map_1] perf_8g_10_200_31_1783936549862 enter map 1 unit 1030
[map_1] perf_8g_10_200_32_1783936549863 enter map 1 unit 1031
[map_1] perf_8g_10_200_30_1783936549862 enter map 1 unit 1032
[map_1] perf_8g_10_200_33_1783936549863 enter map 1 unit 1033
[map_1] perf_8g_10_200_34_1783936549878 enter map 1 unit 1034
[map_1] perf_8g_10_200_35_1783936549880 enter map 1 unit 1035
[map_1] perf_8g_10_200_36_1783936549881 enter map 1 unit 1036
[map_1] perf_8g_10_200_37_1783936549882 enter map 1 unit 1037
[map_1] perf_8g_10_200_38_1783936549882 enter map 1 unit 1038
[map_1] perf_8g_10_200_39_1783936549883 enter map 1 unit 1039
[map_1] perf_8g_10_200_40_1783936549884 enter map 1 unit 1040
[map_1] perf_8g_10_200_41_1783936549886 enter map 1 unit 1041
[map_1] perf_8g_10_200_42_1783936549888 enter map 1 unit 1042
[map_1] perf_8g_10_200_43_1783936549891 enter map 1 unit 1043
[map_1] perf_8g_10_200_44_1783936549891 enter map 1 unit 1044
[map_1] perf_8g_10_200_45_1783936549892 enter map 1 unit 1045
[map_1] perf_8g_10_200_47_1783936549894 enter map 1 unit 1046
[map_1] perf_8g_10_200_46_1783936549894 enter map 1 unit 1047
[map_1] perf_8g_10_200_49_1783936549896 enter map 1 unit 1048
[map_1] perf_8g_10_200_48_1783936549895 enter map 1 unit 1049
[map_1] perf_8g_10_200_52_1783936549910 enter map 1 unit 1050
[map_1] perf_8g_10_200_50_1783936549908 enter map 1 unit 1051
[map_1] perf_8g_10_200_51_1783936549909 enter map 1 unit 1052
[map_1] perf_8g_10_200_53_1783936549911 enter map 1 unit 1053
[map_1] perf_8g_10_200_54_1783936549913 enter map 1 unit 1054
[map_1] perf_8g_10_200_55_1783936549915 enter map 1 unit 1055
[map_1] perf_8g_10_200_56_1783936549918 enter map 1 unit 1056
[map_1] perf_8g_10_200_57_1783936549919 enter map 1 unit 1057
[map_1] perf_8g_10_200_58_1783936549920 enter map 1 unit 1058
[map_1] perf_8g_10_200_59_1783936549922 enter map 1 unit 1059
[map_1] perf_8g_10_200_60_1783936549923 enter map 1 unit 1060
[map_1] perf_8g_10_200_61_1783936549924 enter map 1 unit 1061
[map_1] perf_8g_10_200_62_1783936549925 enter map 1 unit 1062
[map_1] perf_8g_10_200_63_1783936549926 enter map 1 unit 1063
[map_1] perf_8g_10_200_64_1783936549928 enter map 1 unit 1064
[map_1] perf_8g_10_200_65_1783936549928 enter map 1 unit 1065
[map_1] perf_8g_10_200_66_1783936549942 enter map 1 unit 1066
