starting process mgr with one V8 and 1 scene(s) from E:\VsCode\skynet\ets_runtime\perf\results\runtime_configs\map_capacity_20260713_095506\200p_8g_r1\mgr.json
scene login_mgr (LoginMgr) listening on 127.0.0.1:7000
[process:mgr] one V8 started with 1 scene(s)
[login_mgr] LoginMgr scene started at 127.0.0.1:7000 with login scenes: login_1
login_mgr accepted 127.0.0.1:62181 as conn 1
login_mgr accepted 127.0.0.1:62193 as conn 2
login_mgr accepted 127.0.0.1:62194 as conn 3
login_mgr accepted 127.0.0.1:62195 as conn 4
login_mgr accepted 127.0.0.1:62196 as conn 5
login_mgr accepted 127.0.0.1:62197 as conn 6
login_mgr accepted 127.0.0.1:62198 as conn 7
login_mgr accepted 127.0.0.1:62199 as conn 8
login_mgr accepted 127.0.0.1:62200 as conn 9
login_mgr accepted 127.0.0.1:62201 as conn 10
login_mgr accepted 127.0.0.1:62202 as conn 11
login_mgr accepted 127.0.0.1:62203 as conn 12
login_mgr accepted 127.0.0.1:62204 as conn 13
login_mgr accepted 127.0.0.1:62205 as conn 14
login_mgr accepted 127.0.0.1:62206 as conn 15
login_mgr accepted 127.0.0.1:62207 as conn 16
login_mgr accepted 127.0.0.1:62208 as conn 17
login_mgr accepted 127.0.0.1:62259 as conn 18
login_mgr accepted 127.0.0.1:62268 as conn 19
login_mgr accepted 127.0.0.1:62271 as conn 20
login_mgr accepted 127.0.0.1:62272 as conn 21
login_mgr accepted 127.0.0.1:62274 as conn 22
login_mgr accepted 127.0.0.1:62275 as conn 23
login_mgr accepted 127.0.0.1:62277 as conn 24
login_mgr accepted 127.0.0.1:62278 as conn 25
login_mgr accepted 127.0.0.1:62280 as conn 26
login_mgr accepted 127.0.0.1:62281 as conn 27
login_mgr accepted 127.0.0.1:62282 as conn 28
login_mgr accepted 127.0.0.1:62283 as conn 29
login_mgr accepted 127.0.0.1:62284 as conn 30
login_mgr accepted 127.0.0.1:62285 as conn 31
login_mgr accepted 127.0.0.1:62286 as conn 32
login_mgr accepted 127.0.0.1:62288 as conn 33
login_mgr accepted 127.0.0.1:62301 as conn 34
login_mgr accepted 127.0.0.1:62302 as conn 35
login_mgr accepted 127.0.0.1:62317 as conn 36
login_mgr accepted 127.0.0.1:62319 as conn 37
login_mgr accepted 127.0.0.1:62322 as conn 38
login_mgr accepted 127.0.0.1:62324 as conn 39
login_mgr accepted 127.0.0.1:62325 as conn 40
login_mgr accepted 127.0.0.1:62327 as conn 41
login_mgr accepted 127.0.0.1:62328 as conn 42
login_mgr accepted 127.0.0.1:62329 as conn 43
login_mgr accepted 127.0.0.1:62330 as conn 44
login_mgr accepted 127.0.0.1:62332 as conn 45
login_mgr accepted 127.0.0.1:62335 as conn 46
login_mgr accepted 127.0.0.1:62336 as conn 47
login_mgr accepted 127.0.0.1:62337 as conn 48
login_mgr accepted 127.0.0.1:62339 as conn 49
login_mgr accepted 127.0.0.1:62343 as conn 50
login_mgr accepted 127.0.0.1:62344 as conn 51
login_mgr accepted 127.0.0.1:62360 as conn 52
login_mgr accepted 127.0.0.1:62364 as conn 53
login_mgr accepted 127.0.0.1:62370 as conn 54
login_mgr accepted 127.0.0.1:62372 as conn 55
login_mgr accepted 127.0.0.1:62374 as conn 56
login_mgr accepted 127.0.0.1:62375 as conn 57
login_mgr accepted 127.0.0.1:62376 as conn 58
login_mgr accepted 127.0.0.1:62377 as conn 59
login_mgr accepted 127.0.0.1:62379 as conn 60
login_mgr accepted 127.0.0.1:62380 as conn 61
login_mgr accepted 127.0.0.1:62384 as conn 62
login_mgr accepted 127.0.0.1:62385 as conn 63
login_mgr accepted 127.0.0.1:62386 as conn 64
login_mgr accepted 127.0.0.1:62388 as conn 65
login_mgr accepted 127.0.0.1:62391 as conn 66
login_mgr accepted 127.0.0.1:62392 as conn 67
login_mgr accepted 127.0.0.1:62408 as conn 68
login_mgr accepted 127.0.0.1:62411 as conn 69
login_mgr accepted 127.0.0.1:62416 as conn 70
login_mgr accepted 127.0.0.1:62417 as conn 71
login_mgr accepted 127.0.0.1:62421 as conn 72
login_mgr accepted 127.0.0.1:62423 as conn 73
login_mgr accepted 127.0.0.1:62424 as conn 74
login_mgr accepted 127.0.0.1:62425 as conn 75
login_mgr accepted 127.0.0.1:62428 as conn 76
login_mgr accepted 127.0.0.1:62429 as conn 77
login_mgr accepted 127.0.0.1:62432 as conn 78
login_mgr accepted 127.0.0.1:62433 as conn 79
login_mgr accepted 127.0.0.1:62435 as conn 80
login_mgr accepted 127.0.0.1:62436 as conn 81
login_mgr accepted 127.0.0.1:62439 as conn 82
login_mgr accepted 127.0.0.1:62442 as conn 83
login_mgr accepted 127.0.0.1:62456 as conn 84
login_mgr accepted 127.0.0.1:62459 as conn 85
login_mgr accepted 127.0.0.1:62464 as conn 86
login_mgr accepted 127.0.0.1:62466 as conn 87
login_mgr accepted 127.0.0.1:62469 as conn 88
login_mgr accepted 127.0.0.1:62472 as conn 89
login_mgr accepted 127.0.0.1:62476 as conn 90
login_mgr accepted 127.0.0.1:62477 as conn 91
login_mgr accepted 127.0.0.1:62486 as conn 92
login_mgr accepted 127.0.0.1:62487 as conn 93
login_mgr accepted 127.0.0.1:62488 as conn 94
login_mgr accepted 127.0.0.1:62489 as conn 95
login_mgr accepted 127.0.0.1:62490 as conn 96
login_mgr accepted 127.0.0.1:62491 as conn 97
login_mgr accepted 127.0.0.1:62493 as conn 98
login_mgr accepted 127.0.0.1:62494 as conn 99
login_mgr accepted 127.0.0.1:62501 as conn 100
login_mgr accepted 127.0.0.1:62505 as conn 101
login_mgr accepted 127.0.0.1:62506 as conn 102
login_mgr accepted 127.0.0.1:62507 as conn 103
login_mgr accepted 127.0.0.1:62508 as conn 104
login_mgr accepted 127.0.0.1:62514 as conn 105
login_mgr accepted 127.0.0.1:62515 as conn 106
login_mgr accepted 127.0.0.1:62517 as conn 107
login_mgr accepted 127.0.0.1:62532 as conn 108
login_mgr accepted 127.0.0.1:62536 as conn 109
login_mgr accepted 127.0.0.1:62537 as conn 110
login_mgr accepted 127.0.0.1:62538 as conn 111
login_mgr accepted 127.0.0.1:62539 as conn 112
login_mgr accepted 127.0.0.1:62541 as conn 113
login_mgr accepted 127.0.0.1:62542 as conn 114
login_mgr accepted 127.0.0.1:62543 as conn 115
login_mgr accepted 127.0.0.1:62544 as conn 116
login_mgr accepted 127.0.0.1:62549 as conn 117
login_mgr accepted 127.0.0.1:62554 as conn 118
login_mgr accepted 127.0.0.1:62555 as conn 119
login_mgr accepted 127.0.0.1:62563 as conn 120
login_mgr accepted 127.0.0.1:62564 as conn 121
login_mgr accepted 127.0.0.1:62566 as conn 122
login_mgr accepted 127.0.0.1:62571 as conn 123
login_mgr accepted 127.0.0.1:62580 as conn 124
login_mgr accepted 127.0.0.1:62581 as conn 125
login_mgr accepted 127.0.0.1:62582 as conn 126
login_mgr accepted 127.0.0.1:62583 as conn 127
login_mgr accepted 127.0.0.1:62590 as conn 128
login_mgr accepted 127.0.0.1:62591 as conn 129
login_mgr accepted 127.0.0.1:62592 as conn 130
login_mgr accepted 127.0.0.1:62595 as conn 131
login_mgr accepted 127.0.0.1:62605 as conn 132
login_mgr accepted 127.0.0.1:62606 as conn 133
login_mgr accepted 127.0.0.1:62608 as conn 134
login_mgr accepted 127.0.0.1:62611 as conn 135
login_mgr accepted 127.0.0.1:62620 as conn 136
login_mgr accepted 127.0.0.1:62621 as conn 137
login_mgr accepted 127.0.0.1:62622 as conn 138
login_mgr accepted 127.0.0.1:62623 as conn 139
login_mgr accepted 127.0.0.1:62632 as conn 140
login_mgr accepted 127.0.0.1:62633 as conn 141
login_mgr accepted 127.0.0.1:62634 as conn 142
login_mgr accepted 127.0.0.1:62635 as conn 143
login_mgr accepted 127.0.0.1:62644 as conn 144
login_mgr accepted 127.0.0.1:62645 as conn 145
login_mgr accepted 127.0.0.1:62646 as conn 146
login_mgr accepted 127.0.0.1:62647 as conn 147
login_mgr accepted 127.0.0.1:62656 as conn 148
login_mgr accepted 127.0.0.1:62657 as conn 149
