starting process mgr with one V8 and 1 scene(s) from E:\VsCode\skynet\ets_runtime\perf\results\runtime_configs\map_capacity_20260713_081609\195p_8g_r2\mgr.json
scene login_mgr (LoginMgr) listening on 127.0.0.1:7000
[process:mgr] one V8 started with 1 scene(s)
[login_mgr] LoginMgr scene started at 127.0.0.1:7000 with login scenes: login_1
login_mgr accepted 127.0.0.1:57311 as conn 1
login_mgr accepted 127.0.0.1:57323 as conn 2
login_mgr accepted 127.0.0.1:57324 as conn 3
login_mgr accepted 127.0.0.1:57325 as conn 4
login_mgr accepted 127.0.0.1:57326 as conn 5
login_mgr accepted 127.0.0.1:57327 as conn 6
login_mgr accepted 127.0.0.1:57328 as conn 7
login_mgr accepted 127.0.0.1:57329 as conn 8
login_mgr accepted 127.0.0.1:57330 as conn 9
login_mgr accepted 127.0.0.1:57331 as conn 10
login_mgr accepted 127.0.0.1:57332 as conn 11
login_mgr accepted 127.0.0.1:57333 as conn 12
login_mgr accepted 127.0.0.1:57334 as conn 13
login_mgr accepted 127.0.0.1:57335 as conn 14
login_mgr accepted 127.0.0.1:57336 as conn 15
login_mgr accepted 127.0.0.1:57337 as conn 16
login_mgr accepted 127.0.0.1:57338 as conn 17
login_mgr accepted 127.0.0.1:57389 as conn 18
login_mgr accepted 127.0.0.1:57399 as conn 19
login_mgr accepted 127.0.0.1:57401 as conn 20
login_mgr accepted 127.0.0.1:57405 as conn 21
login_mgr accepted 127.0.0.1:57406 as conn 22
login_mgr accepted 127.0.0.1:57407 as conn 23
login_mgr accepted 127.0.0.1:57408 as conn 24
login_mgr accepted 127.0.0.1:57409 as conn 25
login_mgr accepted 127.0.0.1:57410 as conn 26
login_mgr accepted 127.0.0.1:57411 as conn 27
login_mgr accepted 127.0.0.1:57412 as conn 28
login_mgr accepted 127.0.0.1:57413 as conn 29
login_mgr accepted 127.0.0.1:57414 as conn 30
login_mgr accepted 127.0.0.1:57415 as conn 31
login_mgr accepted 127.0.0.1:57416 as conn 32
login_mgr accepted 127.0.0.1:57417 as conn 33
login_mgr accepted 127.0.0.1:57418 as conn 34
login_mgr accepted 127.0.0.1:57420 as conn 35
login_mgr accepted 127.0.0.1:57427 as conn 36
login_mgr accepted 127.0.0.1:57453 as conn 37
login_mgr accepted 127.0.0.1:57455 as conn 38
login_mgr accepted 127.0.0.1:57459 as conn 39
login_mgr accepted 127.0.0.1:57460 as conn 40
login_mgr accepted 127.0.0.1:57462 as conn 41
login_mgr accepted 127.0.0.1:57467 as conn 42
login_mgr accepted 127.0.0.1:57468 as conn 43
login_mgr accepted 127.0.0.1:57469 as conn 44
login_mgr accepted 127.0.0.1:57470 as conn 45
login_mgr accepted 127.0.0.1:57472 as conn 46
login_mgr accepted 127.0.0.1:57473 as conn 47
login_mgr accepted 127.0.0.1:57474 as conn 48
login_mgr accepted 127.0.0.1:57475 as conn 49
login_mgr accepted 127.0.0.1:57476 as conn 50
login_mgr accepted 127.0.0.1:57477 as conn 51
login_mgr accepted 127.0.0.1:57478 as conn 52
login_mgr accepted 127.0.0.1:57479 as conn 53
login_mgr accepted 127.0.0.1:57480 as conn 54
login_mgr accepted 127.0.0.1:57485 as conn 55
login_mgr accepted 127.0.0.1:57488 as conn 56
login_mgr accepted 127.0.0.1:57497 as conn 57
login_mgr accepted 127.0.0.1:57515 as conn 58
login_mgr accepted 127.0.0.1:57519 as conn 59
login_mgr accepted 127.0.0.1:57520 as conn 60
login_mgr accepted 127.0.0.1:57521 as conn 61
login_mgr accepted 127.0.0.1:57528 as conn 62
login_mgr accepted 127.0.0.1:57529 as conn 63
login_mgr accepted 127.0.0.1:57530 as conn 64
login_mgr accepted 127.0.0.1:57531 as conn 65
login_mgr accepted 127.0.0.1:57535 as conn 66
login_mgr accepted 127.0.0.1:57537 as conn 67
login_mgr accepted 127.0.0.1:57538 as conn 68
login_mgr accepted 127.0.0.1:57539 as conn 69
login_mgr accepted 127.0.0.1:57541 as conn 70
login_mgr accepted 127.0.0.1:57542 as conn 71
login_mgr accepted 127.0.0.1:57550 as conn 72
login_mgr accepted 127.0.0.1:57551 as conn 73
login_mgr accepted 127.0.0.1:57553 as conn 74
login_mgr accepted 127.0.0.1:57564 as conn 75
login_mgr accepted 127.0.0.1:57565 as conn 76
login_mgr accepted 127.0.0.1:57566 as conn 77
login_mgr accepted 127.0.0.1:57573 as conn 78
login_mgr accepted 127.0.0.1:57574 as conn 79
login_mgr accepted 127.0.0.1:57575 as conn 80
login_mgr accepted 127.0.0.1:57576 as conn 81
login_mgr accepted 127.0.0.1:57583 as conn 82
login_mgr accepted 127.0.0.1:57584 as conn 83
login_mgr accepted 127.0.0.1:57585 as conn 84
login_mgr accepted 127.0.0.1:57586 as conn 85
login_mgr accepted 127.0.0.1:57588 as conn 86
login_mgr accepted 127.0.0.1:57589 as conn 87
login_mgr accepted 127.0.0.1:57590 as conn 88
login_mgr accepted 127.0.0.1:57591 as conn 89
login_mgr accepted 127.0.0.1:57599 as conn 90
login_mgr accepted 127.0.0.1:57602 as conn 91
login_mgr accepted 127.0.0.1:57603 as conn 92
login_mgr accepted 127.0.0.1:57606 as conn 93
login_mgr accepted 127.0.0.1:57619 as conn 94
login_mgr accepted 127.0.0.1:57622 as conn 95
login_mgr accepted 127.0.0.1:57624 as conn 96
login_mgr accepted 127.0.0.1:57625 as conn 97
login_mgr accepted 127.0.0.1:57629 as conn 98
login_mgr accepted 127.0.0.1:57631 as conn 99
login_mgr accepted 127.0.0.1:57633 as conn 100
login_mgr accepted 127.0.0.1:57634 as conn 101
login_mgr accepted 127.0.0.1:57639 as conn 102
login_mgr accepted 127.0.0.1:57640 as conn 103
login_mgr accepted 127.0.0.1:57641 as conn 104
login_mgr accepted 127.0.0.1:57642 as conn 105
login_mgr accepted 127.0.0.1:57644 as conn 106
login_mgr accepted 127.0.0.1:57648 as conn 107
login_mgr accepted 127.0.0.1:57651 as conn 108
login_mgr accepted 127.0.0.1:57652 as conn 109
login_mgr accepted 127.0.0.1:57663 as conn 110
login_mgr accepted 127.0.0.1:57668 as conn 111
login_mgr accepted 127.0.0.1:57672 as conn 112
login_mgr accepted 127.0.0.1:57674 as conn 113
login_mgr accepted 127.0.0.1:57675 as conn 114
login_mgr accepted 127.0.0.1:57679 as conn 115
login_mgr accepted 127.0.0.1:57682 as conn 116
login_mgr accepted 127.0.0.1:57684 as conn 117
login_mgr accepted 127.0.0.1:57686 as conn 118
login_mgr accepted 127.0.0.1:57688 as conn 119
login_mgr accepted 127.0.0.1:57697 as conn 120
login_mgr accepted 127.0.0.1:57699 as conn 121
login_mgr accepted 127.0.0.1:57700 as conn 122
login_mgr accepted 127.0.0.1:57704 as conn 123
login_mgr accepted 127.0.0.1:57705 as conn 124
login_mgr accepted 127.0.0.1:57706 as conn 125
login_mgr accepted 127.0.0.1:57712 as conn 126
login_mgr accepted 127.0.0.1:57713 as conn 127
login_mgr accepted 127.0.0.1:57714 as conn 128
login_mgr accepted 127.0.0.1:57715 as conn 129
login_mgr accepted 127.0.0.1:57721 as conn 130
login_mgr accepted 127.0.0.1:57725 as conn 131
login_mgr accepted 127.0.0.1:57727 as conn 132
login_mgr accepted 127.0.0.1:57728 as conn 133
login_mgr accepted 127.0.0.1:57735 as conn 134
login_mgr accepted 127.0.0.1:57736 as conn 135
login_mgr accepted 127.0.0.1:57743 as conn 136
login_mgr accepted 127.0.0.1:57747 as conn 137
login_mgr accepted 127.0.0.1:57748 as conn 138
login_mgr accepted 127.0.0.1:57751 as conn 139
login_mgr accepted 127.0.0.1:57758 as conn 140
login_mgr accepted 127.0.0.1:57759 as conn 141
login_mgr accepted 127.0.0.1:57760 as conn 142
login_mgr accepted 127.0.0.1:57763 as conn 143
login_mgr accepted 127.0.0.1:57765 as conn 144
login_mgr accepted 127.0.0.1:57767 as conn 145
login_mgr accepted 127.0.0.1:57776 as conn 146
login_mgr accepted 127.0.0.1:57777 as conn 147
login_mgr accepted 127.0.0.1:57782 as conn 148
login_mgr accepted 127.0.0.1:57786 as conn 149
