starting process mgr with one V8 and 1 scene(s) from E:\VsCode\skynet\ets_runtime\perf\results\runtime_configs\map_capacity_20260713_081609\195p_8g_r3\mgr.json
scene login_mgr (LoginMgr) listening on 127.0.0.1:7000
[process:mgr] one V8 started with 1 scene(s)
[login_mgr] LoginMgr scene started at 127.0.0.1:7000 with login scenes: login_1
login_mgr accepted 127.0.0.1:51007 as conn 1
login_mgr accepted 127.0.0.1:51020 as conn 2
login_mgr accepted 127.0.0.1:51021 as conn 3
login_mgr accepted 127.0.0.1:51022 as conn 4
login_mgr accepted 127.0.0.1:51023 as conn 5
login_mgr accepted 127.0.0.1:51024 as conn 6
login_mgr accepted 127.0.0.1:51025 as conn 7
login_mgr accepted 127.0.0.1:51026 as conn 8
login_mgr accepted 127.0.0.1:51027 as conn 9
login_mgr accepted 127.0.0.1:51028 as conn 10
login_mgr accepted 127.0.0.1:51029 as conn 11
login_mgr accepted 127.0.0.1:51030 as conn 12
login_mgr accepted 127.0.0.1:51031 as conn 13
login_mgr accepted 127.0.0.1:51032 as conn 14
login_mgr accepted 127.0.0.1:51033 as conn 15
login_mgr accepted 127.0.0.1:51039 as conn 16
login_mgr accepted 127.0.0.1:51041 as conn 17
login_mgr accepted 127.0.0.1:51095 as conn 18
login_mgr accepted 127.0.0.1:51105 as conn 19
login_mgr accepted 127.0.0.1:51108 as conn 20
login_mgr accepted 127.0.0.1:51109 as conn 21
login_mgr accepted 127.0.0.1:51113 as conn 22
login_mgr accepted 127.0.0.1:51114 as conn 23
login_mgr accepted 127.0.0.1:51115 as conn 24
login_mgr accepted 127.0.0.1:51116 as conn 25
login_mgr accepted 127.0.0.1:51117 as conn 26
login_mgr accepted 127.0.0.1:51118 as conn 27
login_mgr accepted 127.0.0.1:51119 as conn 28
login_mgr accepted 127.0.0.1:51120 as conn 29
login_mgr accepted 127.0.0.1:51122 as conn 30
login_mgr accepted 127.0.0.1:51123 as conn 31
login_mgr accepted 127.0.0.1:51124 as conn 32
login_mgr accepted 127.0.0.1:51125 as conn 33
login_mgr accepted 127.0.0.1:51126 as conn 34
login_mgr accepted 127.0.0.1:51127 as conn 35
login_mgr accepted 127.0.0.1:51141 as conn 36
login_mgr accepted 127.0.0.1:51143 as conn 37
login_mgr accepted 127.0.0.1:51162 as conn 38
login_mgr accepted 127.0.0.1:51163 as conn 39
login_mgr accepted 127.0.0.1:51164 as conn 40
login_mgr accepted 127.0.0.1:51165 as conn 41
login_mgr accepted 127.0.0.1:51166 as conn 42
login_mgr accepted 127.0.0.1:51167 as conn 43
login_mgr accepted 127.0.0.1:51174 as conn 44
login_mgr accepted 127.0.0.1:51177 as conn 45
login_mgr accepted 127.0.0.1:51180 as conn 46
login_mgr accepted 127.0.0.1:51181 as conn 47
login_mgr accepted 127.0.0.1:51182 as conn 48
login_mgr accepted 127.0.0.1:51184 as conn 49
login_mgr accepted 127.0.0.1:51189 as conn 50
login_mgr accepted 127.0.0.1:51190 as conn 51
login_mgr accepted 127.0.0.1:51191 as conn 52
login_mgr accepted 127.0.0.1:51192 as conn 53
login_mgr accepted 127.0.0.1:51207 as conn 54
login_mgr accepted 127.0.0.1:51216 as conn 55
login_mgr accepted 127.0.0.1:51217 as conn 56
login_mgr accepted 127.0.0.1:51218 as conn 57
login_mgr accepted 127.0.0.1:51219 as conn 58
login_mgr accepted 127.0.0.1:51220 as conn 59
login_mgr accepted 127.0.0.1:51221 as conn 60
login_mgr accepted 127.0.0.1:51228 as conn 61
login_mgr accepted 127.0.0.1:51229 as conn 62
login_mgr accepted 127.0.0.1:51231 as conn 63
login_mgr accepted 127.0.0.1:51232 as conn 64
login_mgr accepted 127.0.0.1:51233 as conn 65
login_mgr accepted 127.0.0.1:51234 as conn 66
login_mgr accepted 127.0.0.1:51239 as conn 67
login_mgr accepted 127.0.0.1:51241 as conn 68
login_mgr accepted 127.0.0.1:51243 as conn 69
login_mgr accepted 127.0.0.1:51246 as conn 70
login_mgr accepted 127.0.0.1:51262 as conn 71
login_mgr accepted 127.0.0.1:51264 as conn 72
login_mgr accepted 127.0.0.1:51267 as conn 73
login_mgr accepted 127.0.0.1:51268 as conn 74
login_mgr accepted 127.0.0.1:51269 as conn 75
login_mgr accepted 127.0.0.1:51272 as conn 76
login_mgr accepted 127.0.0.1:51273 as conn 77
login_mgr accepted 127.0.0.1:51274 as conn 78
login_mgr accepted 127.0.0.1:51275 as conn 79
login_mgr accepted 127.0.0.1:51279 as conn 80
login_mgr accepted 127.0.0.1:51286 as conn 81
login_mgr accepted 127.0.0.1:51287 as conn 82
login_mgr accepted 127.0.0.1:51288 as conn 83
login_mgr accepted 127.0.0.1:51293 as conn 84
login_mgr accepted 127.0.0.1:51294 as conn 85
login_mgr accepted 127.0.0.1:51295 as conn 86
login_mgr accepted 127.0.0.1:51303 as conn 87
login_mgr accepted 127.0.0.1:51307 as conn 88
login_mgr accepted 127.0.0.1:51309 as conn 89
login_mgr accepted 127.0.0.1:51312 as conn 90
login_mgr accepted 127.0.0.1:51315 as conn 91
login_mgr accepted 127.0.0.1:51317 as conn 92
login_mgr accepted 127.0.0.1:51322 as conn 93
login_mgr accepted 127.0.0.1:51323 as conn 94
login_mgr accepted 127.0.0.1:51325 as conn 95
login_mgr accepted 127.0.0.1:51326 as conn 96
login_mgr accepted 127.0.0.1:51330 as conn 97
login_mgr accepted 127.0.0.1:51332 as conn 98
login_mgr accepted 127.0.0.1:51337 as conn 99
login_mgr accepted 127.0.0.1:51340 as conn 100
login_mgr accepted 127.0.0.1:51342 as conn 101
login_mgr accepted 127.0.0.1:51343 as conn 102
login_mgr accepted 127.0.0.1:51352 as conn 103
login_mgr accepted 127.0.0.1:51356 as conn 104
login_mgr accepted 127.0.0.1:51358 as conn 105
login_mgr accepted 127.0.0.1:51360 as conn 106
login_mgr accepted 127.0.0.1:51361 as conn 107
login_mgr accepted 127.0.0.1:51365 as conn 108
login_mgr accepted 127.0.0.1:51370 as conn 109
login_mgr accepted 127.0.0.1:51373 as conn 110
login_mgr accepted 127.0.0.1:51374 as conn 111
login_mgr accepted 127.0.0.1:51377 as conn 112
login_mgr accepted 127.0.0.1:51379 as conn 113
login_mgr accepted 127.0.0.1:51380 as conn 114
login_mgr accepted 127.0.0.1:51383 as conn 115
login_mgr accepted 127.0.0.1:51388 as conn 116
login_mgr accepted 127.0.0.1:51392 as conn 117
login_mgr accepted 127.0.0.1:51393 as conn 118
login_mgr accepted 127.0.0.1:51398 as conn 119
login_mgr accepted 127.0.0.1:51401 as conn 120
login_mgr accepted 127.0.0.1:51406 as conn 121
login_mgr accepted 127.0.0.1:51408 as conn 122
login_mgr accepted 127.0.0.1:51410 as conn 123
login_mgr accepted 127.0.0.1:51414 as conn 124
login_mgr accepted 127.0.0.1:51417 as conn 125
login_mgr accepted 127.0.0.1:51420 as conn 126
login_mgr accepted 127.0.0.1:51422 as conn 127
login_mgr accepted 127.0.0.1:51424 as conn 128
login_mgr accepted 127.0.0.1:51427 as conn 129
login_mgr accepted 127.0.0.1:51428 as conn 130
login_mgr accepted 127.0.0.1:51431 as conn 131
login_mgr accepted 127.0.0.1:51435 as conn 132
login_mgr accepted 127.0.0.1:51438 as conn 133
login_mgr accepted 127.0.0.1:51441 as conn 134
login_mgr accepted 127.0.0.1:51445 as conn 135
login_mgr accepted 127.0.0.1:51449 as conn 136
login_mgr accepted 127.0.0.1:51452 as conn 137
login_mgr accepted 127.0.0.1:51456 as conn 138
login_mgr accepted 127.0.0.1:51459 as conn 139
login_mgr accepted 127.0.0.1:51462 as conn 140
login_mgr accepted 127.0.0.1:51465 as conn 141
login_mgr accepted 127.0.0.1:51468 as conn 142
login_mgr accepted 127.0.0.1:51471 as conn 143
login_mgr accepted 127.0.0.1:51472 as conn 144
login_mgr accepted 127.0.0.1:51475 as conn 145
login_mgr accepted 127.0.0.1:51476 as conn 146
login_mgr accepted 127.0.0.1:51481 as conn 147
login_mgr accepted 127.0.0.1:51485 as conn 148
login_mgr accepted 127.0.0.1:51490 as conn 149
