starting process mgr with one V8 and 1 scene(s) from E:\VsCode\skynet\ets_runtime\perf\results\runtime_configs\map_capacity_20260713_093703\200p_8g_r3\mgr.json
scene login_mgr (LoginMgr) listening on 127.0.0.1:7000
[process:mgr] one V8 started with 1 scene(s)
[login_mgr] LoginMgr scene started at 127.0.0.1:7000 with login scenes: login_1
login_mgr accepted 127.0.0.1:55991 as conn 1
login_mgr accepted 127.0.0.1:56003 as conn 2
login_mgr accepted 127.0.0.1:56004 as conn 3
login_mgr accepted 127.0.0.1:56005 as conn 4
login_mgr accepted 127.0.0.1:56006 as conn 5
login_mgr accepted 127.0.0.1:56007 as conn 6
login_mgr accepted 127.0.0.1:56008 as conn 7
login_mgr accepted 127.0.0.1:56009 as conn 8
login_mgr accepted 127.0.0.1:56010 as conn 9
login_mgr accepted 127.0.0.1:56011 as conn 10
login_mgr accepted 127.0.0.1:56012 as conn 11
login_mgr accepted 127.0.0.1:56013 as conn 12
login_mgr accepted 127.0.0.1:56014 as conn 13
login_mgr accepted 127.0.0.1:56015 as conn 14
login_mgr accepted 127.0.0.1:56016 as conn 15
login_mgr accepted 127.0.0.1:56017 as conn 16
login_mgr accepted 127.0.0.1:56018 as conn 17
login_mgr accepted 127.0.0.1:56069 as conn 18
login_mgr accepted 127.0.0.1:56079 as conn 19
login_mgr accepted 127.0.0.1:56080 as conn 20
login_mgr accepted 127.0.0.1:56081 as conn 21
login_mgr accepted 127.0.0.1:56083 as conn 22
login_mgr accepted 127.0.0.1:56084 as conn 23
login_mgr accepted 127.0.0.1:56085 as conn 24
login_mgr accepted 127.0.0.1:56086 as conn 25
login_mgr accepted 127.0.0.1:56087 as conn 26
login_mgr accepted 127.0.0.1:56090 as conn 27
login_mgr accepted 127.0.0.1:56091 as conn 28
login_mgr accepted 127.0.0.1:56094 as conn 29
login_mgr accepted 127.0.0.1:56095 as conn 30
login_mgr accepted 127.0.0.1:56114 as conn 31
login_mgr accepted 127.0.0.1:56118 as conn 32
login_mgr accepted 127.0.0.1:56120 as conn 33
login_mgr accepted 127.0.0.1:56121 as conn 34
login_mgr accepted 127.0.0.1:56124 as conn 35
login_mgr accepted 127.0.0.1:56125 as conn 36
login_mgr accepted 127.0.0.1:56129 as conn 37
login_mgr accepted 127.0.0.1:56130 as conn 38
login_mgr accepted 127.0.0.1:56131 as conn 39
login_mgr accepted 127.0.0.1:56134 as conn 40
login_mgr accepted 127.0.0.1:56135 as conn 41
login_mgr accepted 127.0.0.1:56137 as conn 42
login_mgr accepted 127.0.0.1:56138 as conn 43
login_mgr accepted 127.0.0.1:56139 as conn 44
login_mgr accepted 127.0.0.1:56141 as conn 45
login_mgr accepted 127.0.0.1:56149 as conn 46
login_mgr accepted 127.0.0.1:56153 as conn 47
login_mgr accepted 127.0.0.1:56154 as conn 48
login_mgr accepted 127.0.0.1:56159 as conn 49
login_mgr accepted 127.0.0.1:56161 as conn 50
login_mgr accepted 127.0.0.1:56170 as conn 51
login_mgr accepted 127.0.0.1:56171 as conn 52
login_mgr accepted 127.0.0.1:56176 as conn 53
login_mgr accepted 127.0.0.1:56178 as conn 54
login_mgr accepted 127.0.0.1:56179 as conn 55
login_mgr accepted 127.0.0.1:56182 as conn 56
login_mgr accepted 127.0.0.1:56183 as conn 57
login_mgr accepted 127.0.0.1:56185 as conn 58
login_mgr accepted 127.0.0.1:56186 as conn 59
login_mgr accepted 127.0.0.1:56187 as conn 60
login_mgr accepted 127.0.0.1:56189 as conn 61
login_mgr accepted 127.0.0.1:56200 as conn 62
login_mgr accepted 127.0.0.1:56204 as conn 63
login_mgr accepted 127.0.0.1:56205 as conn 64
login_mgr accepted 127.0.0.1:56207 as conn 65
login_mgr accepted 127.0.0.1:56211 as conn 66
login_mgr accepted 127.0.0.1:56220 as conn 67
login_mgr accepted 127.0.0.1:56222 as conn 68
login_mgr accepted 127.0.0.1:56226 as conn 69
login_mgr accepted 127.0.0.1:56231 as conn 70
login_mgr accepted 127.0.0.1:56232 as conn 71
login_mgr accepted 127.0.0.1:56238 as conn 72
login_mgr accepted 127.0.0.1:56239 as conn 73
login_mgr accepted 127.0.0.1:56240 as conn 74
login_mgr accepted 127.0.0.1:56242 as conn 75
login_mgr accepted 127.0.0.1:56244 as conn 76
login_mgr accepted 127.0.0.1:56245 as conn 77
login_mgr accepted 127.0.0.1:56247 as conn 78
login_mgr accepted 127.0.0.1:56248 as conn 79
login_mgr accepted 127.0.0.1:56253 as conn 80
login_mgr accepted 127.0.0.1:56256 as conn 81
login_mgr accepted 127.0.0.1:56257 as conn 82
login_mgr accepted 127.0.0.1:56260 as conn 83
login_mgr accepted 127.0.0.1:56263 as conn 84
login_mgr accepted 127.0.0.1:56272 as conn 85
login_mgr accepted 127.0.0.1:56276 as conn 86
login_mgr accepted 127.0.0.1:56277 as conn 87
login_mgr accepted 127.0.0.1:56289 as conn 88
login_mgr accepted 127.0.0.1:56294 as conn 89
login_mgr accepted 127.0.0.1:56295 as conn 90
login_mgr accepted 127.0.0.1:56296 as conn 91
login_mgr accepted 127.0.0.1:56304 as conn 92
login_mgr accepted 127.0.0.1:56305 as conn 93
login_mgr accepted 127.0.0.1:56306 as conn 94
login_mgr accepted 127.0.0.1:56307 as conn 95
login_mgr accepted 127.0.0.1:56308 as conn 96
login_mgr accepted 127.0.0.1:56314 as conn 97
login_mgr accepted 127.0.0.1:56315 as conn 98
login_mgr accepted 127.0.0.1:56316 as conn 99
login_mgr accepted 127.0.0.1:56320 as conn 100
login_mgr accepted 127.0.0.1:56322 as conn 101
login_mgr accepted 127.0.0.1:56323 as conn 102
login_mgr accepted 127.0.0.1:56332 as conn 103
login_mgr accepted 127.0.0.1:56336 as conn 104
login_mgr accepted 127.0.0.1:56337 as conn 105
login_mgr accepted 127.0.0.1:56338 as conn 106
login_mgr accepted 127.0.0.1:56342 as conn 107
login_mgr accepted 127.0.0.1:56343 as conn 108
login_mgr accepted 127.0.0.1:56344 as conn 109
login_mgr accepted 127.0.0.1:56346 as conn 110
login_mgr accepted 127.0.0.1:56349 as conn 111
login_mgr accepted 127.0.0.1:56350 as conn 112
login_mgr accepted 127.0.0.1:56353 as conn 113
login_mgr accepted 127.0.0.1:56361 as conn 114
login_mgr accepted 127.0.0.1:56363 as conn 115
login_mgr accepted 127.0.0.1:56365 as conn 116
login_mgr accepted 127.0.0.1:56369 as conn 117
login_mgr accepted 127.0.0.1:56370 as conn 118
login_mgr accepted 127.0.0.1:56374 as conn 119
login_mgr accepted 127.0.0.1:56381 as conn 120
login_mgr accepted 127.0.0.1:56384 as conn 121
login_mgr accepted 127.0.0.1:56386 as conn 122
login_mgr accepted 127.0.0.1:56387 as conn 123
login_mgr accepted 127.0.0.1:56390 as conn 124
login_mgr accepted 127.0.0.1:56393 as conn 125
login_mgr accepted 127.0.0.1:56394 as conn 126
login_mgr accepted 127.0.0.1:56396 as conn 127
login_mgr accepted 127.0.0.1:56401 as conn 128
login_mgr accepted 127.0.0.1:56402 as conn 129
login_mgr accepted 127.0.0.1:56404 as conn 130
login_mgr accepted 127.0.0.1:56412 as conn 131
login_mgr accepted 127.0.0.1:56417 as conn 132
login_mgr accepted 127.0.0.1:56418 as conn 133
login_mgr accepted 127.0.0.1:56420 as conn 134
login_mgr accepted 127.0.0.1:56423 as conn 135
login_mgr accepted 127.0.0.1:56427 as conn 136
login_mgr accepted 127.0.0.1:56431 as conn 137
login_mgr accepted 127.0.0.1:56435 as conn 138
login_mgr accepted 127.0.0.1:56436 as conn 139
login_mgr accepted 127.0.0.1:56437 as conn 140
login_mgr accepted 127.0.0.1:56440 as conn 141
login_mgr accepted 127.0.0.1:56444 as conn 142
login_mgr accepted 127.0.0.1:56445 as conn 143
login_mgr accepted 127.0.0.1:56450 as conn 144
login_mgr accepted 127.0.0.1:56451 as conn 145
login_mgr accepted 127.0.0.1:56453 as conn 146
login_mgr accepted 127.0.0.1:56458 as conn 147
login_mgr accepted 127.0.0.1:56464 as conn 148
login_mgr accepted 127.0.0.1:56469 as conn 149
